ours_model,baseline_model,metric,n_pairs,baseline_minus_ours_mean,baseline_minus_ours_median,bootstrap95_low,bootstrap95_high,paired_t_p,wilcoxon_p,direction_good_for_ours,paired_t_p_fdr,wilcoxon_p_fdr
explicit_residual_target_diffusion,residual_likelihood_guided_diffusion,width90_norm,25,-0.16010768309235573,-0.1623601615428925,-0.17780172664485872,-0.1435248278900981,1.798921115517658e-15,5.960464477539063e-08,False,3.300229677980924e-15,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,mae_kpa,25,0.7256050395965576,0.8041021823883057,0.6337453253269196,0.8091847224235534,3.5672045450732344e-14,5.960464477539063e-08,True,6.24260795387816e-14,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,rmse_kpa,25,1.8829411742180668,1.980714400469445,1.7188128817839607,2.04724826468448,2.4542390835782917e-17,5.960464477539063e-08,True,5.946810087132015e-17,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,mae_norm,25,0.029676863849163064,0.033605091273784596,0.02419466307759285,0.03466100729256868,1.0073135599051421e-10,2.980232238769531e-07,True,1.7386508020280534e-10,4.6938657760620117e-07
explicit_residual_target_diffusion,srcnn_bz_single_channel,rmse_norm,25,0.04255127689518834,0.04583758679970859,0.03870289812518721,0.04622771961758645,3.1133891409923524e-17,5.960464477539063e-08,True,7.401642108774272e-17,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,crps_norm,25,0.057002874463796614,0.0600378550589085,0.052965984418988234,0.060632406320422876,4.576230399076695e-20,5.960464477539063e-08,True,1.8018907196364485e-19,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,uce,25,0.1266460496130172,0.1273547060243602,0.12164379960237658,0.13168969431999705,2.0305586212558013e-25,5.960464477539063e-08,True,1.346580980411742e-24,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,ause_abs_error,25,0.06682550142668486,0.063936816669731,0.06458194126640977,0.0693177740937034,1.1851659972210395e-26,5.960464477539063e-08,True,1.1486993511526999e-25,9.881822686446341e-08
explicit_residual_target_diffusion,srcnn_bz_single_channel,width90_norm,25,-0.18884117603301998,-0.1898827105760574,-0.20640024012327188,-0.17218474675714965,4.2247994702716517e-17,5.960464477539063e-08,False,9.520482236374329e-17,9.881822686446341e-08
explicit_residual_target_diffusion,train_mean_prior,mae_kpa,25,1.001902961730957,1.0745422840118408,0.9039947829246522,1.0937596509456633,1.515945180085558e-16,5.960464477539063e-08,True,3.2932602188065573e-16,9.881822686446341e-08
