figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,seed,n_test_cases,evidence_level,mae_zbottom_mm,rmse_zbottom_mm,crps_zbottom_mm,cov90_zbottom,width90_zbottom_mm,auroc_fail_tau_1mm
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6153068822652447,0.6521581389635595,0.5764278200390547,0.05013806766855533,0.2306672471368185,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0392780518821754,1.3235331542589428,1.0348690097715694,0.6207070707070707,3.781374694312451,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7129167071581062,0.7845948133769521,0.6651829120307043,0.0840098135829842,0.3031836400703235,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4530744766466926,0.4873453065960342,0.2897426022862652,0.9095543853165804,1.2503627463476092,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6056027702465359,0.8194574791768378,0.4483603985597948,0.8965838945005613,2.694996458917242,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5421244675657748,0.6133784424903325,0.3539161713544763,0.8766698146779448,1.3633185643751613,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5631944729274228,0.5856488221106988,0.34163049888320857,0.9128998316498317,1.7950147067049913,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6326180952646482,0.9584772280261541,0.45256162323778676,0.9005312269031781,2.237650395880027,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.506615721939777,0.5416030473130111,0.31751518901864884,0.9108796296296298,1.8303868540426793,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.3786796471553234,0.4235126709571409,0.24652425852994156,0.8698666885658755,1.0125662602624441,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4328433577443457,0.5977952993685063,0.33296875703026735,0.912030022446689,2.1886632200713696,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4196280670059279,0.482813927703616,0.2807617527639016,0.8313105649995894,1.03592493048329,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.45952155853887,0.4977368096783756,0.28520566563487637,0.9228395061728396,1.7001974686595032,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7456455085374253,1.141405858752166,0.5472097292110253,0.8560015808491418,2.202084029106928,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.42881359668329666,0.4821238559456469,0.2832266955207877,0.910465768799102,1.7458945430565274,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.19361435417898787,0.2496574814904114,0.12653231104538015,0.941156312446963,0.8989999165817648,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.626882463303577,0.7350673436639266,0.3415909928478741,0.8831033916399769,2.0750432365669065,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260605,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.22323958208756786,0.27596023312977047,0.1405223284736633,0.9375070145903479,0.9300827133990903,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6766298301365278,0.7090867848929856,0.6292958023182048,0.03214564342613113,0.22404095433436133,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1687150074228094,1.4723018324786237,1.1498167293173194,0.641540404040404,4.196205237116997,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4586829301571307,1.436525737270272,1.2730538284768356,0.045184056007226636,0.5053967949858552,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4644246615767371,1.7109589217194983,0.9988716688322571,0.7800925925925926,4.130053252944312,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2504051647257468,1.4424828753902907,0.884614205002884,0.7611882716049382,4.709881511802992,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,2.780318685900097,2.9096880584074163,1.7769912434404214,0.7559273288439956,6.995897976672384,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.845657064130416,0.8685229483435827,0.7808952725356426,0.010365340395828038,0.26182603212418826,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2488198565275364,1.7483022616837927,1.2672138345028434,0.5780934343434343,4.08481520274888,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.6477539710677025,1.7449886593468746,1.5187969784950301,0.015827995401165973,0.5727273607303525,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6940053439849325,0.7293734539354692,0.43914663251552266,0.8726225671347622,1.6353207864636228,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6961677177323732,0.9242611693404008,0.5079387189879316,0.8909020763187431,2.991748704959449,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.2638551344936495,1.3981319284532696,0.8235372796424857,0.8056470874052175,2.5884755847854217,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,50,150,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5026812819390215,0.5364838187077331,0.31447652590418806,0.9100589225589226,1.7608871190020183,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,50,150,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6191883998064073,0.9594205635992907,0.45006052615562125,0.8721221359940873,2.195107229047612,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,50,150,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5151486927742099,0.5551998375086232,0.3263444459528634,0.8625841750841753,1.795586755938538,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5590358069604126,0.5875336224387218,0.35339065268061665,0.8272530522022391,1.2018225943290801,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5490213369210413,0.674290631668489,0.3955335797561387,0.7728254769921434,1.8221341886568954,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1200824816941983,1.130910918148683,0.7028845222631004,0.7404014740904985,1.9564502373304102,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5986753825547907,0.6266166460650732,0.36399217513665383,0.905794051627385,1.8803337149286734,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7987541361347295,1.2408398991841931,0.5832154513376437,0.8673652172127782,2.4594041950080467,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,50,50,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.9597121406287804,1.0441043717438347,0.6282664940618546,0.8593294051627385,3.2051067214794813,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,50,150,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.28978736958307044,0.38932704858957135,0.17994453717218722,0.8957017669924175,0.9391173547080547,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,50,150,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6357348437211197,0.8215347885274294,0.35026684425748716,0.9484443007308859,2.1676410412128404,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,50,150,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.3424373715780888,0.38414227913715954,0.19057711452913634,0.9005751964085297,0.971587206357212,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6741774666352677,0.7503743954400373,0.6505699991959389,0.02078200706249478,0.2386427971704403,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0977261850924156,1.3744778629456351,1.0754478953401698,0.6642676767676767,4.285612768131372,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4821218658136994,1.4408763981990564,1.2881621601215167,0.039502237825408515,0.4881005847188692,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4591170303869163,1.8105819962527787,1.0326398784088133,0.7687289562289562,4.399228987725943,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1744544072562568,1.346640163154798,0.8273983676713575,0.7839155443322109,4.8102338190771405,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,2.8249944063299974,2.9185003377994434,1.7980801969748639,0.7502455106621775,6.756477142168884,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7328997050800103,0.7849557453194302,0.6919869368729281,0.033092613123100856,0.2585012488918506,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1493445425871411,1.7142297643311948,1.1685969597684165,0.6661616161616162,4.287695342001048,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.547201970906653,1.612136040975507,1.4231727024735294,0.015827995401165973,0.5341425969613635,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6474746279667896,0.6863353106195681,0.4134986146774902,0.866940748952944,1.59161074302336,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7785394324993181,1.7413908420792683,0.6119190320731981,0.8994248035914704,3.0605423787863324,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1968426936257035,1.3061845204407547,0.7809987690298461,0.8028061783143084,2.4187828928665454,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5019236620141133,0.5335838760265302,0.31517399854067324,0.9157407407407407,1.810692026465896,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6220969804349025,0.961750162341501,0.4506830279261139,0.8692812269031781,2.257193612232678,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,100,300,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5085881890641364,0.546035119712506,0.3196371684598436,0.919402356902357,1.8463731074643344,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.48924409033466804,0.5408406125749077,0.3181008361250907,0.8300939612931482,1.1648407020204452,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4976848097591299,0.6684584318459137,0.36487232844976564,0.9177118406285071,2.251337913611588,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.072214809037996,1.0820810486684436,0.6757729330875869,0.7602878377268621,1.9523091542786755,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5472790807036408,0.6030336348170643,0.34086203960925243,0.9143167789001123,1.9089368959820832,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7763766324090524,1.264505607118093,0.5738401206040668,0.8929333990309599,2.5209649320408456,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,100,100,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.8803503293706162,0.9552445636957974,0.5736972721407642,0.8848975869809202,3.2172516722553324,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.20635436666899526,0.2640269882936935,0.13417140863971166,0.9439972215378721,0.9556899894900155,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6282724089647556,0.745031415072851,0.34082781718843624,0.9342397552763405,2.2058934738127864,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,100,300,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.3076412495754205,0.35959813501011934,0.17834585158432764,0.909097923681257,0.9887328376769411,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6574957389154484,0.6994376265854929,0.620396927834747,0.046350188880676546,0.23710871941608833,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0606947213981919,1.324189094040921,1.0392670864463327,0.6358585858585859,3.9231582870955983,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.96071133561868,0.9933795858165992,0.8578805078416568,0.06222951055268122,0.37806471593759194,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4230128972515468,1.6876764211215212,0.9847466205270314,0.794297138047138,4.370949234863548,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1348345399947595,1.2973699073082863,0.799562577253709,0.7555064534231201,4.4034096618599365,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.8311612640102153,2.0120939314381747,1.1974718713793842,0.7729727833894502,5.23331807308561,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6733896411480567,0.7056899131303497,0.6273314116985312,0.05297897675946439,0.23448685710489725,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0459716002078496,1.3353180814418752,1.047895375080946,0.5780934343434343,3.6161447805023843,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0319328149745561,1.1081406326682388,0.9498536914392511,0.08685072267389327,0.4248019808777728,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5627507638843314,0.6004385860664057,0.35808150378264114,0.898190748952944,1.4093361000635005,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6381255493553877,0.8708331114155549,0.47652794024317585,0.8766975308641977,2.664835361955598,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7529149501365712,0.8415166110863508,0.4897059911986388,0.8511016328597629,1.729211181481998,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,200,600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5264110353946052,0.5586506543114044,0.32569288176497313,0.9157407407407407,1.7561713655386229,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,200,600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6055405112072988,0.9324918361969773,0.43723354435341266,0.897690317812269,2.1892286100230307,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,200,600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5040190054451843,0.543706672271185,0.3189446960801024,0.8739478114478116,1.7907780749210158,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.44672971893215196,0.4760493194190597,0.28307393334059044,0.85566214311133,1.0351844596433324,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.43264645722971423,0.5902201084119992,0.32798010788975984,0.8949845679012344,2.1367154030907005,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.570349664187978,0.5979957272004918,0.3596611111137288,0.848356019545044,1.3022146963600023,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.48199138584934065,0.5200093168150465,0.2983153500053045,0.9313622334455669,1.7511120838380507,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7387161607832712,1.144212416913139,0.5430600718893271,0.8446379444855054,2.1822553144349426,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,200,200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5884179341990499,0.650242393650147,0.3848002919118255,0.9303521324354657,2.4044195238272597,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,200,600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.19599577088684203,0.253348111798445,0.12737538496692327,0.9439972215378721,0.8824281757470069,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,200,600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6131469110976421,0.7264799277110957,0.3356743389222612,0.8916261189127042,2.0367928673476827,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,200,600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2461220807012181,0.2923728301213652,0.14721923317938362,0.9375070145903479,0.9129380069346641,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6564289654337391,0.684734745101564,0.6101098941864275,0.05487291615340384,0.2350967108984786,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0472001220481535,1.3166251419214512,1.0320411157697233,0.6159722222222223,3.842663228680352,0.8212105102929353
