case_id,config_id,seed_id,operator,method,depth_group,n_modes,mode_1_mm,mode_2_mm,mode_1_weight,mode_2_weight,valley_ratio,hdi90_components,multimodal_flag,q05_mm,q95_mm
eval_002,ood_deep_1217,20260532,PIEZO,unet_3d,ood_deep,2,7.845691382765531,13.40681362725451,0.4609375,0.40625,0.15467106484446466,2,True,6.9825773477554325,13.865520524978638
eval_002,ood_deep_1217,20260533,PIEZO,unet_3d,ood_deep,2,7.8156312625250495,13.226452905811623,0.4375,0.4375,0.16155756166262697,2,True,6.953930902481079,13.795257425308227
eval_002,ood_deep_1217,20260531,PIEZO,kernel_gp,ood_deep,1,11.663326653306612,,0.4296875,,1.0,1,False,8.627785015106202,13.332998943328857
eval_002,ood_deep_1217,20260532,PIEZO,kernel_gp,ood_deep,1,14.06813627254509,,0.4453125,,1.0,1,False,10.795446395874023,14.300806045532227
eval_002,ood_deep_1217,20260533,PIEZO,kernel_gp,ood_deep,1,11.603206412825651,,0.375,,1.0,1,False,8.605932903289794,13.453692245483397
eval_002,ood_deep_1217,20260531,PIEZO,vanilla_3d_diffusion,ood_deep,1,11.362725450901802,,0.5,,1.0,1,False,8.869217681884766,12.538718223571777
eval_002,ood_deep_1217,20260532,PIEZO,vanilla_3d_diffusion,ood_deep,1,11.122244488977955,,0.546875,,1.0,1,False,9.257399415969848,12.500711679458616
eval_002,ood_deep_1217,20260533,PIEZO,vanilla_3d_diffusion,ood_deep,1,10.370741482965931,,0.5703125,,1.0,1,False,8.924093914031982,12.414423942565918
eval_002,ood_deep_1217,20260531,PIEZO,eapp_only_diffusion,ood_deep,1,14.06813627254509,,0.6640625,,1.0,1,False,12.1699773311615,14.132521629333496
eval_002,ood_deep_1217,20260532,PIEZO,eapp_only_diffusion,ood_deep,1,10.701402805611222,,0.5078125,,1.0,1,False,8.461482381820678,11.848486995697021
eval_002,ood_deep_1217,20260533,PIEZO,eapp_only_diffusion,ood_deep,1,11.062124248496994,,0.578125,,1.0,1,False,8.821465635299683,11.912324810028075
eval_002,ood_deep_1217,20260531,PIEZO,dps_inverse_diffusion,ood_deep,1,11.993987975951903,,0.515625,,1.0,1,False,9.483526611328125,13.43286418914795
eval_002,ood_deep_1217,20260532,PIEZO,dps_inverse_diffusion,ood_deep,1,11.993987975951903,,0.5,,1.0,1,False,9.7005859375,13.431747436523438
eval_002,ood_deep_1217,20260533,PIEZO,dps_inverse_diffusion,ood_deep,1,11.753507014028056,,0.515625,,1.0,1,False,9.765686178207398,13.051963090896606
eval_002,ood_deep_1217,20260531,PIEZO,op_conditioned_diffusion_ours,ood_deep,2,12.264529058116231,10.160320641282565,0.5390625,0.40625,0.5135062547347424,2,True,9.74967999458313,12.978558826446534
