seed,model,method_label,scenario_key,scenario_label,ssim_norm_retention,psnr_norm_retention,spearman_pixel_retention,mae_kpa_retention,rmse_kpa_retention,mae_norm_retention,rmse_norm_retention
3,explicit_residual_target_diffusion,Conditional diffusion,ood_unseen_layer_modulus,Mechanical-background OOD,0.3080308365868886,0.9414832289473274,1.0131955628242142,0.7676967310591932,0.9869401899665863,0.6055701477207485,0.8959085175040108
3,train_mean_prior,Mean prior,ood_unseen_operator_noise,Noise/drift OOD,0.9227962267516792,1.0295100425205237,,1.0858876331048446,1.0709748231509655,1.0387206946068879,1.0457622956541612
3,srcnn_bz_single_channel,SRCNN,ood_unseen_operator_noise,Noise/drift OOD,0.8804516486219133,1.0424768303271275,1.1008116511590145,1.0799281423237514,1.093867491242163,1.0124388836567664,1.0697717600333791
3,unet_canonical_bxyz,U-Net,ood_unseen_operator_noise,Noise/drift OOD,0.8695407552212966,0.9973819752553693,0.9434489822453501,1.0410779325496484,1.1125315191499232,0.9355626211459167,0.9951090045631528
3,vanilla_diffusion,Vanilla diffusion,ood_unseen_operator_noise,Noise/drift OOD,0.8541202356219789,1.0104788084394438,1.1777012131475844,1.031507334144765,1.0406334574287186,1.0085150147215078,1.0084445090664287
3,explicit_residual_target_diffusion,Conditional diffusion,ood_unseen_operator_noise,Noise/drift OOD,0.51640753938551,0.9911005356500179,0.925782195852863,0.9913508396490893,1.127538951763421,0.8321186083263421,0.9834223349269463
3,train_mean_prior,Mean prior,ood_unseen_shape,Morphology OOD,0.786536080792767,1.0009329120684471,,0.95796153422558,0.8787740972992623,1.0312224822347942,1.0014155759170966
3,srcnn_bz_single_channel,SRCNN,ood_unseen_shape,Morphology OOD,0.9118727127445193,0.9859309248918144,0.9239028323979476,0.9359220285955885,0.863922968164542,1.0107948955932144,0.9779085913200882
3,unet_canonical_bxyz,U-Net,ood_unseen_shape,Morphology OOD,0.8572048522379799,0.9121126589284108,0.8094834840438818,0.8173194505127217,0.7860490221780021,0.8205313417004151,0.8482379952061001
3,vanilla_diffusion,Vanilla diffusion,ood_unseen_shape,Morphology OOD,0.5459833609272743,0.8610507142937535,1.1036246770454157,0.8039040095970734,0.8256200050950607,0.889864944810585,0.8944875621744325
